No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
59;Vivo;vivo T4x;https://www.gsmarena.com/vivo_t4x-13707.php;N/A;N/A;"44W wired, 50% in 40 min
Reverse wired";Li-Ion 6500 mAh;"IP64 dust tight and water resistant (water splashes)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, plastic back, plastic frame;165.7 x 76.3 x 8.1 mm (6.52 x 3.00 x 0.32 in);Nano-SIM + Nano-SIM;204 g or 208 g (7.20 oz);5.4, A2DP, LE;Yes;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;N/A;1080 x 2408 pixels, 20:9 ratio (~393 ppi density);6.72 inches, 108.8 cm2 (~86.0% screen-to-body ratio);IPS LCD, 120Hz, 1050 nits (HBM);N/A;N/A;N/A;N/A;Circle to Search;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2025, March 05;Available. Released 2025, March 12;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)";Ring-LED flash, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30fps;UFS 3.1;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Pronto Purple, Marine Blue;V2437;₹ 13,499;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 20, 28, 38, 40, 41;SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 (4 nm);Mali-G615 MC2;Android 15, Funtouch 15;N/A;8 MP, f/2.1, (wide);1080p@30fps;N/A;No;Yes, with stereo speakers
60;Vivo;vivo T4 Lite;https://www.gsmarena.com/vivo_t4_lite_5g-13961.php;N/A;N/A;15W wired;Li-Ion 6000 mAh;"IP64 dust tight and water resistant (water splashes)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, plastic frame, plastic back;167.3 x 77 x 8.2 mm (6.59 x 3.03 x 0.32 in);Nano-SIM + Nano-SIM;202 g (7.13 oz);5.4, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS, QZSS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~260 ppi density);6.74 inches, 109.7 cm2 (~85.1% screen-to-body ratio);IPS LCD, 90Hz, 1000 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, June 24;Available. Released 2025, July 02;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, panorama;N/A;N/A;N/A;1080p@30fps;"UFS 2.2 - 128/4, 256/8
eMMC5.1 - 128/6";microSDXC (dedicated slot);128GB 4GB RAM, 128GB 6GB RAM, 256GB 8GB RAM;Prism Blue, Titanium Gold;V2509;About 100 EUR;0.91 W/kg (head)     0.88 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 38, 40, 41;1, 3, 5, 8, 28, 38, 40, 77, 78 SA/NSA;HSPA, LTE;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 15, up to 2 major Android upgrades, Funtouch 15;N/A;5 MP, f/2.2, (wide);Yes;N/A;Yes;Yes, with stereo speakers
61;Vivo;vivo S30 Pro mini;https://www.gsmarena.com/vivo_s30_pro_mini_5g-13920.php;N/A;N/A;"90W wired, PD
Reverse wired
Bypass charging";Si/C Li-Ion 6500 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Diamond Shield Glass), aluminum alloy frame, glass back;150.8 x 71.8 x 8 mm (5.94 x 2.83 x 0.31 in);Nano-SIM + Nano-SIM;186 g (6.56 oz);5.4, A2DP, LE, aptX HD, LHDC 5;Yes;Yes;GPS (L1+L5), BDS (B1I+B1C+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC (L5), GLONASS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band;N/A;Diamond Shield Glass;1216 x 2640 pixels, 19.5:9 ratio (~461 ppi density);6.31 inches, 97.6 cm2 (~90.2% screen-to-body ratio);LTPO AMOLED, 1B colors, 120Hz, 4320Hz PWM, HDR, 1300 nits (HBM), 5000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, May 29;Available. Released 2025, June 06;N/A;Ring-LED flash, panorama, HDR;N/A;N/A;"50 MP, f/1.9, 23mm (wide), 1/1.56"", PDAF, OIS
50 MP, f/2.7, 70mm (periscope telephoto), 1/1.95"", PDAF, OIS, 3x optical zoom
8 MP, f/2.2, 106˚ (ultrawide)";4K, 1080p, gyro-EIS;UFS 3.1;No;256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM;Black, Blue, Yellow, Pink;V2465A;About 430 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41, 42, 43, 48, 66;1, 3, 5, 7, 8, 18, 26, 28, 34, 38, 39, 40, 41, 48, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x3.4 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720);Mediatek Dimensity 9300+ (4 nm);Immortalis-G720 MC12;Android 15, OriginOS 5;HDR;50 MP, f/2.0, 22mm (wide), AF;4K, 1080p;N/A;No;Yes, with stereo speakers
62;Vivo;vivo iQOO Neo10 Pro+ (China);https://www.gsmarena.com/vivo_iqoo_neo10_pro+_(china)-13882.php;N/A;N/A;"120W wired, 100W PPS+PD, 70% in 25 min
Reverse wired";Si/C Li-Ion 6800 mAh;IP65 dust tight and water resistant (low pressure water jets);N/A;163.8 x 76.6 x 8.2 mm (6.45 x 3.02 x 0.32 in);Nano-SIM + Nano-SIM;212 g or 217 g (7.48 oz);5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless, LHDC 5;Yes;Yes;GPS (L1+L5), GLONASS, BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band;N/A;N/A;1440 x 3168 pixels (~510 ppi density);6.82 inches, 113.0 cm2 (~90.1% screen-to-body ratio);LTPO AMOLED, 1B colors, 144Hz, HDR10+, 1800 nits (HBM), 4500 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass;2025, May 20;Available. Released 2025, May 20;"50 MP, f/1.9, 23mm (wide), PDAF, OIS
8 MP, f/2.2, (ultrawide), AF";LED flash, panorama, HDR;N/A;N/A;N/A;8K, 4K, 1080p, gyro-EIS;UFS 4.1;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Black, White, Blue;N/A;About 350 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41, 42, 43, 48, 66;1, 3, 5, 7, 8, 18, 26, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M);Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);Adreno 830;Android 15, OriginOS 5;N/A;16 MP, f/2.5, (wide);1080p@30fps;N/A;No;Yes, with stereo speakers (closed type)
63;Vivo;vivo Y400;https://www.gsmarena.com/vivo_y400_5g-14043.php;N/A;N/A;"90W wired, 50% in 20 min
Reverse wired
Bypass Charging";Li-Ion 6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, plastic back, plastic frame;162.3 x 75.3 x 7.9 mm (6.39 x 2.96 x 0.31 in);Nano-SIM + Nano-SIM;197 g (6.95 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~87.9% screen-to-body ratio);AMOLED, 120Hz, 1200 nits (HBM), 1800 nits (peak);N/A;N/A;N/A;N/A;Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, August 04;Available. Released 2025, August 07;"50 MP, f/1.8, (wide), 1/2.96"", PDAF
2 MP, f/2.4, (depth)";Ring-LED flash, panorama, HDR;N/A;N/A;N/A;1080p@30fps;UFS 3.1;Unspecified;128GB 8GB RAM, 256GB 8GB RAM;Glam White, Olive Green;N/A;₹ 21,998;0.99 W/kg (head)     0.80 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 2100;1, 3, 4, 5, 8, 18, 19, 26, 28, 38, 40, 41, 42, 48;1, 3, 5, 8, 28, 40, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.2 GHz Cortex-A78 & 6x1.95 GHz Cortex-A55);Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm);Adreno 613;Android 15, Funtouch 15;N/A;32 MP, f/2.5, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
64;Vivo;vivo X200;https://www.gsmarena.com/vivo_x200-13433.php;N/A;N/A;"90W wired
Reverse wired";Si/C Li-Ion 5800 mAh (Global)Li-Ion 5220 mAh (Austria);"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
IP69 (market/region dependent)";Glass front, aluminum alloy frame, glass back or glass fiber back;160.3 x 74.8 x 8 mm (6.31 x 2.94 x 0.31 in);Nano-SIM + Nano-SIM + eSIM (max 2 at a time)Nano-SIM + Nano-SIM;197 g or 202 g (6.95 oz);5.4, A2DP, LE, aptX HD, LHDC 5;Yes;Yes;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC (L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band;Ultra HDR image support;Schott Xensation Alpha;1260 x 2800 pixels, 20:9 ratio (~460 ppi density);6.67 inches, 107.4 cm2 (~89.6% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 2160Hz PWM, HDR10+, 4500 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, October 14;Available. Released 2024, October 19;N/A;Laser AF, Zeiss optics, Zeiss T* lens coating, LED flash, panorama, HDR, 3D LUT import;N/A;N/A;"50 MP, f/1.6, 23mm (wide), 1/1.56"", PDAF, OIS
50 MP, f/2.6, 70mm (periscope telephoto), 1/1.95"", PDAF, OIS, 3x optical zoom
50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF";4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS;UFS 4.0;No;256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Natural Green (Aurora Green), Cosmos Black, Blue, White, Titanium;V2415A, V2405A, V2415;₹ 59,998;1.00 W/kg (head)     0.78 W/kg (body);N/A;1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA/Sub6 - China;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41, 42 - International;1, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 75, 77, 78 SA/NSA/Sub6 - International;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Active use score 14:51h;N/A;N/A;1563 nits max brightness (measured);-26.7 LUFS (Good);"AnTuTu: 2632874 (v10)
GeekBench: 8014 (v6)
3DMark: 6334 (Wild Life Extreme)";Octa-core (1x3.63 GHz Cortex-X925 & 3x3.3 GHz Cortex-X4 & 4x2.4 GHz Cortex-A720);Mediatek Dimensity 9400 (3 nm);Immortalis-G925;Android 15, up to 4 major Android upgrades, Funtouch 15 (International), OriginOS 5 (China);HDR;32 MP, f/2.0, 20mm (ultrawide);4K@30/60fps, 1080p@30/60fps;N/A;No;Yes, with stereo speakers
65;Vivo;vivo iQOO 12;https://www.gsmarena.com/vivo_iqoo_12-12691.php;N/A;N/A;120W wired;5000 mAh;IP64 dust tight and water resistant (water splashes) - China only;Glass front, aluminum frame, glass back;163.2 x 75.9 x 8.1 mm or 8.4 mm;Nano-SIM + Nano-SIM;198.5 g or 203.7 g (7.02 oz);5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless (market/region dependent);Yes;Yes;GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, tri-band, Wi-Fi Direct;N/A;N/A;1260 x 2800 pixels, 20:9 ratio (~453 ppi density);6.78 inches, 111.0 cm2 (~89.6% screen-to-body ratio);LTPO AMOLED, 1B colors, 144Hz, HDR10+, 1400 nits (HBM), 3000 nits (peak);N/A;N/A;N/A;N/A;Circle to search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, November 07;Available. Released 2023, November 14;N/A;Color spectrum sensor, Dual-LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.7, 23mm (wide), 1/1.3"", 1.2µm, multi-directional PDAF, OIS
64 MP, f/2.6, 70mm (periscope telephoto), 1/2.0"", PDAF, OIS, 3x optical zoom
50 MP, f/2.0, 15mm, 119˚ (ultrawide), AF";8K@30fps, 4K@24/30/60fps, 1080p@30/60/120/240fps, gyro-EIS;UFS 4.0;No;256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Black, Red, White (BMW M branding);V2307A;About 640 EUR;N/A;N/A;1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41 - India;1, 3, 5, 7, 8, 28, 38, 40, 41, 77, 78 SA/NSA - India;HSPA, LTE, 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;Active use score 13:30h;N/A;Photo / Video;1425 nits max brightness (measured);-25.9 LUFS (Very good);"AnTuTu: 1574344 (v9), 2107464 (v10)
GeekBench: 5857 (v5), 6953 (v6)
GFXBench: 102fps (ES 3.1 onscreen)";Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520);Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);Adreno 750;Android 14, upgradable to Android 15, up to 4 major Android upgrades, Funtouch 15 (International), OriginOS 4 (China);HDR;16 MP, f/2.5, (wide);1080p@30fps;"24-bit/192kHz Hi-Res audio
Snapdragon Sound";No;Yes, with stereo speakers
66;Vivo;vivo X100;https://www.gsmarena.com/vivo_x100-12695.php;N/A;N/A;"120W wired, 50% in 11 min
Reverse wired";Li-Ion 5000 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front, glass back;164.1 x 75.2 x 8.5 mm or 8.8 mm;Nano-SIM + Nano-SIM;202 g or 206 g (7.13 oz);5.4, A2DP, LE, aptX HD;Yes;Yes;GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, tri-band, Wi-Fi Direct;N/A;N/A;1260 x 2800 pixels, 20:9 ratio (~452 ppi density);6.78 inches, 111.5 cm2 (~90.3% screen-to-body ratio);LTPO AMOLED, 1B colors, 120Hz, 3000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, November 13;Available. Released 2023, November 21;N/A;Laser AF, color spectrum sensor, Zeiss optics, Zeiss T* lens coating, LED flash, panorama, HDR, 3D LUT import;N/A;N/A;"50 MP, f/1.6, (wide), 1/1.49"", PDAF, OIS
64 MP, f/2.6, 70mm (periscope telephoto), 1/2.0"", PDAF, OIS, 3x optical zoom
50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF";4K, 1080p, gyro-EIS;UFS 4.0;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Startrail Blue, Asteroid Black, White, Orange;V2309A, V2308;₹ 54,990;N/A;N/A;1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 42 - International;1, 3, 5, 7, 8, 28, 38, 40, 41, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / CDMA / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x3.25 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720);Mediatek Dimensity 9300 (4 nm);Immortalis-G720 MC12;Android 14, Funtouch 14 (International), OriginOS 4 (China);HDR;32 MP, f/2.0, 20mm (ultrawide);4K@30fps, 1080p@30/60fps;N/A;No;Yes, with stereo speakers
67;Vivo;vivo iQOO Z10 Turbo Pro;https://www.gsmarena.com/vivo_iqoo_z10_turbo_pro_5g-13800.php;N/A;N/A;"120W wired, 100W PD, 100W PPS, 50% in 15 min, 100% in 33 min
Reverse wired";Si/C Li-Ion 7000 mAh;IP65 dust tight and water resistant (low pressure water jets);Glass front, plastic back, plastic frame;163.7 x 75.9 x 8.1 mm (6.44 x 2.99 x 0.32 in);Nano-SIM + Nano-SIM;206 g (7.27 oz);6.0, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless, LHDC 5;Yes;Yes;GPS (L1+L5), BDS (B1I+B1C+B2a), GALILEO (E1+E5a), QZSS (L1+L5), GLONASS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band;N/A;N/A;1260 x 2800 pixels, 20:9 ratio (~453 ppi density);6.78 inches, 111.0 cm2 (~89.3% screen-to-body ratio);AMOLED, 1B colors, 144Hz, 4320Hz PWM, HDR, 2000 nits (HBM), 4400 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, April 28;Available. Released 2025, April 28;"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF, OIS
8 MP, f/2.2, (ultrawide)";Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;N/A;4K@30/60fps, 1080p, gyro-EIS, OIS;UFS 4.1;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM;White, Black, Orange, Gold;V2453A;About 240 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 2100;1, 3, 5, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41, 42, 48;1, 3, 5, 8, 18, 26, 28, 38, 40, 41, 48, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x3.21 GHz Cortex-X4 & 3x3.0 GHz Cortex-A720 & 2x2.8 GHz Cortex-A720 & 2x2.0 GHz Cortex-A720);Qualcomm SM8735 Snapdragon 8s Gen 4 (4 nm);Adreno 825;Android 15, OriginOS 5;N/A;"16 MP, f/2.5, (wide), 1/3.0"", 1.0µm";1080p@30fps, gyro-EIS;N/A;No;Yes, with stereo speakers
68;Vivo;vivo Y22;https://www.gsmarena.com/vivo_y22-11852.php;N/A;N/A;18W wired;5000 mAh;IP5X (dust), IPX4 (water) resistance;Glass front, plastic frame, plastic back;164.3 x 76.1 x 8.4 mm (6.47 x 3.00 x 0.33 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1612 pixels, 20:9 ratio (~270 ppi density);6.55 inches, 103.1 cm2 (~82.4% screen-to-body ratio);IPS LCD, 530 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2022, September 05;Available. Released 2022, September 05;N/A;Dual-LED flash, panorama;N/A;N/A;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (macro)";1080p@30fps;N/A;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Starlite Blue, Metaverse Green, Summer Cyan;V2207;About 160 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 40;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek MT6769Z Helio G85 (12 nm);Mali-G52 MC2;Android 12, Funtouch 12;N/A;8 MP, f/2.0, (wide);1080p@30fps;N/A;Yes;Yes
69;Vivo;vivo iQOO Neo10 Pro (China);https://www.gsmarena.com/vivo_iqoo_neo10_pro_(china)-13489.php;N/A;N/A;"120W wired, 100W PPS+PD, 50% in 15 min
Reverse wired";Si/C Li-Ion 6100 mAh;N/A;N/A;162.9 x 75.4 x 8 mm (6.41 x 2.97 x 0.31 in);Nano-SIM + Nano-SIM;199 g or 206 g (7.05 oz);5.4, A2DP, LE, aptX HD, LHDC 5;Yes;Yes;GPS (L1+L5), GLONASS, BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC (L1+L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band;N/A;N/A;1260 x 2800 pixels, 20:9 ratio (~453 ppi density);6.78 inches, 111.0 cm2 (~90.4% screen-to-body ratio);LTPO AMOLED, 1B colors, 144Hz, HDR10+, 1800 nits (HBM), 4500 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass;2024, November 29;Available. Released 2024, November 29;"50 MP, f/1.8, (wide), 1/1.56"", PDAF, OIS
50 MP, f/2.0, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF";LED flash, panorama, HDR;N/A;N/A;N/A;8K, 4K, 1080p, gyro-EIS;UFS 4.0 (UFS 4.1 with future SW update);No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Black, White, Orange;2426A;About 420 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41;1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x3.63 GHz Cortex-X925 & 3x3.3 GHz Cortex-X4 & 4x2.4 GHz Cortex-A720);Mediatek Dimensity 9400 (3 nm);Immortalis-G925;Android 15, OriginOS 5;N/A;16 MP, f/2.5, (wide);1080p@30fps;N/A;No;Yes, with stereo speakers (closed type)
